transaction_id,account_id,transaction_type,channel,amount,currency,status,transaction_timestamp
e14f1bda-82e7-4b07-92d9-11e893bcb344,ACC447478,WITHDRAWAL,ONLINE,31162.94,EUR,REVERSED,2026-09-09T10:19:26.145342
7f5f0325-7e42-4727-8abd-b6a0992ec8ee,ACC435656,PAYMENT,MOBILE,22536.68,EUR,PENDING,2026-08-26T15:47:54.279376
2d4f0823-62de-4590-aa7d-9bf452d8a11f,ACC155337,TRANSFER,POS,37818.99,EUR,REVERSED,2026-09-07T12:25:54.102415
a5581854-976f-4112-aa1c-64ec7c88c805,ACC367729,DEPOSIT,MOBILE,44566.52,EUR,PENDING,2026-08-20T01:29:54.093729
f9d68ebe-0882-4f40-bfbc-9f0141a393d9,ACC751877,TRANSFER,BRANCH,21953.92,EUR,REVERSED,2026-08-20T07:02:54.184398
62603217-bf17-477d-ba5b-4642074f62b5,ACC617742,WITHDRAWAL,ONLINE,24675.9,EUR,COMPLETED,2026-09-01T06:46:24.153154
5c87b04f-1f2c-4bc7-a057-5d21d5643db9,ACC537697,TRANSFER,POS,14464.16,EUR,REVERSED,2026-08-31T14:38:20.188353
0c56a506-4d2e-433e-bdad-21e8f35a816d,ACC943272,DEPOSIT,MOBILE,2456.66,EUR,PENDING,2026-08-16T20:25:23.140834
dfd90697-b611-45cd-abcb-e22fbb59519b,ACC282237,DEPOSIT,MOBILE,-2765.12,EUR,FAILED,2026-09-12T11:55:38.099775
ad23e583-afdd-4547-bc7f-6bae3527978c,ACC579479,TRANSFER,POS,37176.71,EUR,COMPLETED,2026-09-02T17:02:45.248805
00405cc3-76c2-42b8-9c91-880ed46169f2,ACC513741,PAYMENT,MOBILE,27405.11,EUR,PENDING,2026-09-10T05:52:10.171468
eefd6335-cd01-4d74-ad2b-8b4a0c159b13,ACC743483,WITHDRAWAL,ATM,41364.5,EUR,REVERSED,2026-08-22T09:31:36.296545
e276536a-48ac-4f14-986f-4a57332383ac,ACC386881,WITHDRAWAL,ATM,46115.49,EUR,COMPLETED,2026-08-25T16:42:13.238777
6415f580-0157-4766-82d1-2a2dcb791cfe,ACC384314,DEPOSIT,BRANCH,-1473.87,EUR,FAILED,2026-08-17T03:45:15.191845
d91b9b81-3827-4036-94a4-d4b2e5d60046,ACC269834,TRANSFER,ONLINE,14031.27,EUR,FAILED,2026-08-20T07:19:17.095038
b1c21b01-b8d5-478c-bfc7-b5d549df8211,ACC820480,WITHDRAWAL,BRANCH,5501.27,EUR,COMPLETED,2026-08-29T19:11:21.141923
4c3add40-c321-4e55-ba9d-dab038bb3c8c,ACC561346,DEPOSIT,BRANCH,20920.22,EUR,FAILED,2026-08-29T16:01:49.243947
31a8d195-7332-453b-8b0f-9610108f483b,ACC778209,TRANSFER,ONLINE,-2430.22,EUR,REVERSED,2026-09-03T08:50:44.237468
c57c6e1b-9115-45e3-9f85-1bebe1b6aa18,ACC586308,DEPOSIT,ONLINE,26176.56,EUR,FAILED,2026-08-27T00:02:25.117340
81f3d12a-cd2f-4447-a6a1-9b115ff2b221,ACC690306,PAYMENT,BRANCH,44110.14,EUR,REVERSED,2026-08-16T14:59:58.199366
1a396b37-c722-4432-af62-7ad5cac321cf,ACC933163,TRANSFER,BRANCH,141.69,EUR,REVERSED,2026-08-24T19:51:25.242180
89865c91-f714-46c5-b2ab-6af53d3a4aa5,ACC756759,WITHDRAWAL,POS,10375.95,EUR,FAILED,2026-09-11T11:58:05.180337
c865dbc5-97b5-4ab7-9687-219a52ffcf18,ACC170394,DEPOSIT,ATM,127.66,EUR,COMPLETED,2026-09-03T13:36:29.094152
917d39c9-0149-42fe-9a17-a8ff60509564,ACC169264,DEPOSIT,ATM,41261.67,EUR,FAILED,2026-09-04T09:18:44.119186
54127a2d-962f-4f4c-8871-3dc95384d4bf,ACC505502,PAYMENT,MOBILE,18566.9,EUR,REVERSED,2026-09-11T06:03:55.217523
16b08814-f110-4c03-80e4-2047ec4876f5,ACC639428,DEPOSIT,ATM,13167.97,EUR,COMPLETED,2026-09-12T02:14:10.236796
96627f95-2ab7-4cd0-82ac-184f79f463a6,ACC557926,DEPOSIT,MOBILE,29109.35,EUR,COMPLETED,2026-08-21T01:59:39.199699
77827623-49b7-480c-93d0-1f744c77dac7,ACC885926,TRANSFER,BRANCH,29065.76,EUR,REVERSED,2026-08-26T15:15:42.173825
8b3c6a24-cf66-467f-b973-f9dc1be31965,ACC479892,PAYMENT,BRANCH,5911.25,EUR,REVERSED,2026-08-19T07:15:36.153010
72852f79-8b9d-40c0-8a40-0cbe8c6d5d3e,ACC345507,PAYMENT,BRANCH,10218.76,EUR,PENDING,2026-08-28T06:55:01.268161
6f993ebe-a7c5-4c87-8de8-3501646005d0,ACC366909,DEPOSIT,POS,33172.19,EUR,PENDING,2026-08-21T23:53:23.263085
6855d604-dde1-4eec-9b5a-5247fa970170,ACC838341,TRANSFER,BRANCH,45565.6,EUR,PENDING,2026-08-28T20:29:17.282372
96e01eb2-1f62-4cc8-a0f9-677344976575,ACC608947,WITHDRAWAL,ATM,-3250.06,EUR,REVERSED,2026-09-09T06:13:44.101208
be1f3547-087c-4b1a-99e2-085a1a273729,ACC696813,DEPOSIT,MOBILE,18383.91,EUR,COMPLETED,2026-09-06T01:40:09.184026
099cb545-63d9-475e-99dd-dc1f86b43b60,ACC732746,TRANSFER,BRANCH,6062.67,EUR,FAILED,2026-08-23T06:06:02.220929
9544892e-a944-4760-91a4-f6f22a6c9008,ACC688958,TRANSFER,BRANCH,36161.44,EUR,FAILED,2026-08-19T06:06:15.285060
16b20ce0-0544-40eb-9c76-62a61ee1ea82,ACC119441,DEPOSIT,ATM,23508.68,EUR,REVERSED,2026-09-12T12:24:19.169581
a25ea04b-8722-4f57-ab06-a5631d3249c6,ACC721759,TRANSFER,BRANCH,12609.66,EUR,FAILED,2026-09-14T17:30:43.216531
a7ca8657-1a25-464b-8867-9ae2d97d2a0c,ACC813489,PAYMENT,ONLINE,17687.75,EUR,PENDING,2026-09-02T12:36:40.230242
709c6ce0-881d-4fd5-acc4-37dfc1e35ec1,ACC592173,DEPOSIT,POS,4922.53,EUR,COMPLETED,2026-08-26T17:37:37.215110
292e4fb6-8879-47b9-ad6f-3f2d6070a90e,ACC538692,WITHDRAWAL,ATM,38989.04,EUR,COMPLETED,2026-08-22T18:58:19.150889
d77c185c-bc55-4c4f-915a-489576707c36,ACC614290,TRANSFER,POS,28279.28,EUR,COMPLETED,2026-09-03T00:06:50.103456
ec102e36-d381-4c02-a97b-65ccab7ecf61,ACC756542,WITHDRAWAL,ATM,20558.35,EUR,PENDING,2026-08-26T00:57:59.196131
400dffb1-9b11-4490-b2d7-1da296098526,ACC845502,PAYMENT,POS,2031.87,EUR,COMPLETED,2026-08-24T20:52:24.130362
89b7fd75-e906-49d0-b1ce-bdeacea558a5,ACC571644,WITHDRAWAL,ATM,10883.2,EUR,PENDING,2026-08-31T12:49:43.167411
d8434b20-97fd-4f13-af04-8ca0177056b0,ACC869514,WITHDRAWAL,POS,35443.45,EUR,COMPLETED,2026-09-01T07:02:41.240314
b38067f0-9bc7-4465-b1e9-03d31f3da848,ACC642148,WITHDRAWAL,ONLINE,7259.05,EUR,REVERSED,2026-08-25T22:46:04.265315
8ef7fb6a-ca4f-4479-a685-6aa5dd265034,ACC654687,DEPOSIT,ONLINE,34896.8,EUR,REVERSED,2026-09-07T09:51:41.220146
31f48427-ba96-4b71-b4ef-257562702dd2,ACC751595,WITHDRAWAL,ATM,6918.84,EUR,FAILED,2026-09-03T14:00:21.277868
da538fcd-21a2-47d6-aba4-5d0178597c8c,ACC707512,DEPOSIT,ONLINE,11666.19,EUR,PENDING,2026-08-31T04:55:13.281434
76c52a9e-68a9-4511-8f0b-bd3dcb6161b1,ACC793820,WITHDRAWAL,MOBILE,22439.79,EUR,PENDING,2026-09-02T15:23:59.283286
08a3ee44-8a72-4174-b461-e2e688a09b51,ACC430157,DEPOSIT,MOBILE,43063.09,EUR,COMPLETED,2026-08-31T12:17:25.148234
5be665be-62d1-45c2-b8ff-64c649bfc7a7,ACC838625,DEPOSIT,BRANCH,47476.13,EUR,PENDING,2026-09-11T07:47:24.234944
34d1a9d5-e743-4fe3-8176-9a8ffb440b19,ACC554789,PAYMENT,ATM,8891.98,EUR,FAILED,2026-08-27T20:03:19.163964
5332d88c-bbba-44f3-9c43-72d74e78881d,ACC107383,DEPOSIT,POS,27841.73,EUR,PENDING,2026-09-12T11:03:41.263371
c99aabf5-88f6-425e-8dbf-3b133f19a63f,ACC508057,DEPOSIT,ATM,35875.18,EUR,COMPLETED,2026-08-27T18:26:48.234767
c27c603c-1018-458b-9aa8-3bd443fe7a89,ACC471678,DEPOSIT,ONLINE,22089.56,EUR,PENDING,2026-08-27T05:20:47.290907
fbbb1c1c-9415-4d44-98df-6fda34ddb4cf,ACC729865,DEPOSIT,ATM,12401.61,EUR,PENDING,2026-08-18T18:01:41.135893
73a2904d-b4f1-4711-ad3d-3fa4522d5afa,ACC988951,WITHDRAWAL,BRANCH,-4350.16,EUR,COMPLETED,2026-09-10T11:06:52.130540
2033786f-5a9e-4a4d-9663-4f5f402c55c2,ACC117853,DEPOSIT,MOBILE,14685.81,EUR,FAILED,2026-08-19T08:05:03.213066
1dbbcb14-d8d0-4452-b55d-212ea5a23a92,ACC211954,DEPOSIT,ONLINE,-1513.55,EUR,COMPLETED,2026-08-27T04:20:05.255563
9d0ca989-096c-41ed-b26e-16bb6ebbb27a,ACC498437,WITHDRAWAL,ONLINE,7297.82,EUR,FAILED,2026-09-09T03:36:46.179346
f66d560f-a1c7-446a-8849-65ca477518ce,ACC975763,WITHDRAWAL,ONLINE,43042.1,EUR,PENDING,2026-08-21T16:10:16.101187
3f010476-1851-4358-9d26-719927e6201c,ACC460517,WITHDRAWAL,ONLINE,30230.51,EUR,PENDING,2026-08-19T19:08:21.106242
edb8d566-65f2-4ceb-8325-d965dcadc940,ACC315662,WITHDRAWAL,BRANCH,7760.75,EUR,REVERSED,2026-09-07T23:13:18.166202
3e53b8df-f039-4abd-8b41-85a5eb4c7806,ACC985247,DEPOSIT,ONLINE,17996.64,EUR,REVERSED,2026-09-03T06:21:53.186249
59b471f4-ace9-4332-a9be-c92db4d953a3,ACC587408,WITHDRAWAL,MOBILE,45672.85,EUR,FAILED,2026-09-13T04:30:20.291893
845450ea-1bdd-4712-8bd1-7b6ada4c5ae0,ACC671603,DEPOSIT,ONLINE,38454.14,EUR,PENDING,2026-08-25T03:55:14.160371
1e35bbcf-ae6e-44e5-a760-9d8463a5e25e,ACC407835,WITHDRAWAL,POS,24177.44,EUR,COMPLETED,2026-08-22T01:06:13.099811
6c163334-d4ea-4008-9325-921ae70727c7,ACC546319,PAYMENT,MOBILE,-3179.9,EUR,PENDING,2026-08-27T17:58:19.211866
c74ecc6e-616b-47c5-b830-831f1c20858f,ACC949566,TRANSFER,ONLINE,40533.66,EUR,PENDING,2026-08-27T09:40:14.107622
4edb4655-eebc-4efb-9291-87ff09ad1587,ACC891645,WITHDRAWAL,MOBILE,25365.77,EUR,REVERSED,2026-08-25T03:39:59.100420
25ca4ef4-6c5c-412d-95fd-5ff375d32a29,ACC352498,TRANSFER,MOBILE,11031.21,EUR,PENDING,2026-08-20T01:19:24.263470
5a6ab2bb-4990-4e1a-9e50-4ac75c64c7ec,ACC753712,TRANSFER,ATM,19895.4,EUR,COMPLETED,2026-09-10T00:35:09.136358
b1734506-ce80-4e36-a776-8e7c3f5852d4,ACC480092,TRANSFER,MOBILE,39973.78,EUR,REVERSED,2026-08-16T21:23:23.221949
b89461ea-e15f-47b9-88d8-d665160fb41b,ACC147990,TRANSFER,ONLINE,16132.19,EUR,COMPLETED,2026-09-05T16:38:42.260611
651f442f-cdbc-4efc-8cca-de3507454886,ACC785819,WITHDRAWAL,POS,29535.76,EUR,FAILED,2026-09-04T14:07:29.177969
c8de1965-3f94-4019-9d01-dbde0ceda44c,ACC971805,WITHDRAWAL,ONLINE,43029.71,EUR,FAILED,2026-09-13T07:21:47.196096
0d96c312-b61e-401a-a19a-fc251c0f53c7,ACC903577,TRANSFER,ATM,-4897.31,EUR,FAILED,2026-08-16T21:13:46.162587
d1cf364f-30ba-4f84-831c-77abe016f6b6,ACC826793,PAYMENT,BRANCH,12144.49,EUR,PENDING,2026-09-13T16:43:32.204381
47d6a030-e4f8-4ddb-95ae-4630248c4e5d,ACC368239,WITHDRAWAL,ONLINE,11873.28,EUR,PENDING,2026-08-21T13:09:48.157867
5e06077a-9161-41de-be4f-d14db1c3373b,ACC133712,DEPOSIT,ONLINE,20783.61,EUR,COMPLETED,2026-08-26T05:27:34.281254
7b699dc9-6e6c-4530-89c0-a91c8e65f909,ACC300567,WITHDRAWAL,POS,19964.0,EUR,FAILED,2026-09-01T22:09:38.282080
c7174d50-0b76-4e54-9470-90be39ccbe58,ACC111023,DEPOSIT,ONLINE,41202.94,EUR,PENDING,2026-09-01T17:11:59.193813
e9016a61-4643-41ad-a761-940cdf4c3520,ACC732346,PAYMENT,ATM,91.89,EUR,REVERSED,2026-08-19T09:52:06.158619
9f69087e-16a8-478d-8068-c92e942c80ce,ACC174142,PAYMENT,ATM,8706.63,EUR,PENDING,2026-08-22T08:32:53.228350
c60285b1-9c05-4bae-a2a4-d67f464c1582,ACC350417,WITHDRAWAL,ONLINE,6491.54,EUR,FAILED,2026-08-25T21:51:09.127656
01c13da4-73ad-479a-ab05-c15691bbc08a,ACC651742,DEPOSIT,BRANCH,18803.22,EUR,FAILED,2026-09-06T11:59:27.272226
0a260cd3-a533-483c-bfa3-2415dfc65d55,ACC283201,DEPOSIT,ATM,13575.41,EUR,COMPLETED,2026-09-15T10:57:21.105226
40dd51f6-912d-4b4e-bc41-94ff9abb4196,ACC483094,TRANSFER,POS,-3997.79,EUR,COMPLETED,2026-08-23T07:51:36.201793
ceed8bfa-13b8-4e5c-8e3d-760259b7b763,ACC792250,DEPOSIT,ATM,2459.67,EUR,PENDING,2026-09-05T16:44:15.270050
293a4e76-915b-41fb-9f82-c72ba6d00bbf,ACC141530,WITHDRAWAL,MOBILE,23220.94,EUR,PENDING,2026-08-30T20:13:47.208216
b84c7f48-94ab-48e1-9922-2289b07bda31,ACC232451,DEPOSIT,BRANCH,24059.0,EUR,COMPLETED,2026-08-18T01:20:46.155264
225b97f8-f8b8-41af-b89a-411017a9e979,ACC660478,WITHDRAWAL,BRANCH,14693.18,EUR,COMPLETED,2026-09-05T01:48:22.274519
1d798fca-a1b8-47f6-98d9-410b0518ba63,ACC986077,DEPOSIT,MOBILE,41020.41,EUR,FAILED,2026-09-13T02:57:13.257736
c875a148-e4e7-4002-9313-c232936a7d33,ACC481593,TRANSFER,ATM,33493.55,EUR,PENDING,2026-08-28T12:55:13.154978
80c00325-9864-49fb-94c3-16002dff90a8,ACC670579,PAYMENT,ONLINE,21183.31,EUR,COMPLETED,2026-09-03T14:45:30.233014
dbc948f7-ec98-42ed-bc46-22b8ef873c95,ACC363895,TRANSFER,MOBILE,31683.82,EUR,FAILED,2026-09-02T18:59:00.115263
ba7f94a4-f258-4ab0-9975-5beeaa34a6b2,ACC562620,PAYMENT,POS,47386.33,EUR,REVERSED,2026-08-26T20:18:43.215459
830b5e1f-a82b-43bf-b242-3769214fe998,ACC422834,DEPOSIT,ATM,40118.06,EUR,PENDING,2026-09-06T22:42:46.283473
6343ad41-25ec-40ac-b500-f20b18a7bf13,ACC750335,PAYMENT,POS,-3548.54,EUR,PENDING,2026-08-28T20:55:13.201575
cebefbff-e5b5-493f-b51d-ffa471ff9a15,ACC790229,WITHDRAWAL,ATM,10122.94,EUR,PENDING,2026-08-28T09:13:21.105706
3c5680a4-aa3c-4992-a726-b167b06cdf16,ACC311514,WITHDRAWAL,POS,41871.19,EUR,COMPLETED,2026-09-08T02:00:00.296617
99e2aac4-a271-4ac9-9ba8-b131cb01d608,ACC760471,DEPOSIT,POS,41933.27,EUR,FAILED,2026-08-20T20:06:02.137846
81951ca5-8ce0-476e-8761-fd8fc4394167,ACC884011,PAYMENT,ATM,1131.17,EUR,PENDING,2026-08-17T03:23:38.169500
99d8f628-dae5-4803-b096-632f0cff585e,ACC729252,DEPOSIT,ONLINE,43519.23,EUR,FAILED,2026-09-12T13:02:03.101828
82480855-c15e-4c40-8013-c0e06adaad7f,ACC343818,PAYMENT,BRANCH,4894.4,EUR,COMPLETED,2026-08-31T12:03:29.169779
1172ab50-2855-4e29-9fa3-8747fe1112f3,ACC791552,PAYMENT,MOBILE,26476.73,EUR,PENDING,2026-09-09T10:18:49.215770
2bd1d661-7a2b-4c63-af5b-5ae339899df9,ACC496129,DEPOSIT,BRANCH,43242.92,EUR,REVERSED,2026-09-11T01:20:02.110647
eecca8fb-4ff2-44a9-8e9c-5625e804286c,ACC137756,WITHDRAWAL,BRANCH,4731.48,EUR,COMPLETED,2026-08-16T16:00:02.200077
2b063eb5-70b8-4a00-a32f-f370cc3feeb8,ACC963559,WITHDRAWAL,POS,31965.75,EUR,COMPLETED,2026-09-12T08:07:49.220272
c28c12ee-19f2-4bfe-a8ee-4d458206115d,ACC230871,DEPOSIT,BRANCH,27375.43,EUR,REVERSED,2026-08-26T22:42:34.282492
8f12d58c-621e-41d1-9c92-219361013ebd,ACC429536,WITHDRAWAL,POS,29738.12,EUR,REVERSED,2026-09-10T07:31:51.253034
b2c33bd9-8eeb-4649-9dc7-843d14e1b7b9,ACC330120,WITHDRAWAL,BRANCH,17456.03,EUR,REVERSED,2026-08-19T18:20:36.132957
716823ff-f908-4902-961e-772f429493bd,ACC600119,TRANSFER,ONLINE,49504.04,EUR,COMPLETED,2026-09-09T04:56:34.149754
7f5054df-434c-4e1e-98c7-8d869d103a5c,ACC870820,WITHDRAWAL,ATM,39896.18,EUR,PENDING,2026-09-07T06:02:42.171391
21ab6c25-b5a3-4241-a928-7c9c607e636c,ACC712686,PAYMENT,POS,25173.9,EUR,PENDING,2026-08-20T11:53:51.226295
9a07925c-5ae0-427c-a36c-d34f81504ad9,ACC274025,TRANSFER,POS,9404.42,EUR,COMPLETED,2026-08-17T08:15:54.216411
49b19a29-cb0b-45a4-a182-d06b755ab020,ACC748697,WITHDRAWAL,ATM,1483.19,EUR,PENDING,2026-09-03T06:36:44.120275
629a42c1-f4bc-4203-9181-9090eea844af,ACC562534,PAYMENT,POS,28506.15,EUR,COMPLETED,2026-08-23T03:49:38.134239
7db25a72-972a-4c13-98ff-1fb54372f2ae,ACC933979,WITHDRAWAL,ATM,16395.96,EUR,PENDING,2026-09-05T22:37:58.143829
931a6147-ae36-4cd5-bd09-0b5c71a5df44,ACC287567,PAYMENT,POS,44313.96,EUR,PENDING,2026-09-07T13:11:14.101754
55a14e7d-931b-44ef-8a6f-db86524bebfb,ACC752100,TRANSFER,ATM,42906.51,EUR,FAILED,2026-08-21T20:49:56.213304
556d8aca-017c-460a-bb0d-666c3b511eed,ACC335483,WITHDRAWAL,ONLINE,7134.76,EUR,COMPLETED,2026-08-24T02:15:04.250923
c5ebc2d6-3f4f-463e-94b6-dfc55961118e,ACC817321,PAYMENT,ATM,25227.06,EUR,REVERSED,2026-08-17T06:39:20.298304
e9147593-3810-4054-bdc2-7155a4a45d7a,ACC512273,DEPOSIT,ATM,49412.94,EUR,REVERSED,2026-08-22T16:28:19.228436
